# clock	walking	resting	collected_food	energy
1160	13	7	14	-5128
1161	13	7	14	-5141
1162	13	7	14	-5154
1163	13	7	14	-5167
1164	13	7	14	-5180
1165	13	7	14	-5193
1166	13	7	14	-5206
1167	13	7	14	-5219
1168	13	7	14	-5232
1169	13	7	14	-5245
1170	13	7	14	-5258
1171	13	7	14	-5271
1172	13	7	14	-5284
1173	13	7	14	-5297
1174	13	7	14	-5310
1175	13	7	14	-5323
1176	13	7	14	-5336
1177	13	7	14	-5349
1178	13	7	14	-5362
1179	14	6	14	-5376
1180	14	6	14	-5390
1181	14	6	14	-5404
1182	14	6	14	-5418
1183	14	6	14	-5432
1184	14	6	14	-5446
1185	14	6	14	-5460
1186	14	6	14	-5474
1187	14	6	14	-5488
1188	14	6	14	-5502
1189	14	6	14	-5516
1190	14	6	14	-5530
1191	14	6	14	-5544
1192	14	6	14	-5558
1193	14	6	14	-5572
1194	14	6	14	-5586
1195	14	6	14	-5600
1196	14	6	14	-5614
1197	14	6	14	-5628
1198	14	6	14	-5642
1199	14	6	14	-5656
1200	14	6	14	-5670
1201	14	6	14	-5684
1202	14	6	14	-5698
1203	14	6	14	-5712
1204	14	6	14	-5726
1205	14	6	14	-5740
1206	14	6	14	-5754
1207	14	6	14	-5768
1208	14	6	14	-5782
1209	14	6	14	-5796
1210	14	6	14	-5810
1211	14	6	14	-5824
1212	14	6	14	-5838
1213	14	6	14	-5852
1214	14	6	14	-5866
1215	15	5	14	-5881
1216	15	5	14	-5896
1217	15	5	14	-5911
1218	15	5	14	-5926
1219	15	5	14	-5941
1220	15	5	14	-5956
1221	15	5	14	-5971
1222	15	5	14	-5986
1223	15	5	14	-6001
1224	15	5	14	-6016
1225	15	5	14	-6031
1226	15	5	14	-6046
1227	15	5	14	-6061
1228	16	4	14	-6077
1229	16	4	14	-6093
1230	16	4	14	-6109
1231	16	4	14	-6125
1232	16	4	14	-6141
1233	16	4	14	-6157
1234	16	4	14	-6173
1235	16	4	14	-6189
1236	16	4	14	-6205
1237	16	4	14	-6221
1238	16	4	14	-6237
1239	16	4	14	-6253
1240	16	4	14	-6269
1241	16	4	14	-6285
1242	16	4	14	-6301
1243	16	4	14	-6317
1244	16	4	14	-6333
1245	16	4	14	-6349
1246	16	4	14	-6365
1247	16	4	14	-6381
1248	16	4	14	-6397
1249	16	4	14	-6413
1250	16	4	14	-6429
1251	16	4	14	-6445
1252	16	4	14	-6461
1253	16	4	14	-6477
1254	16	4	14	-6493
1255	16	4	14	-6509
1256	16	4	14	-6525
1257	16	4	14	-6541
1258	16	4	14	-6557
1259	16	4	14	-6573
1260	16	4	14	-6589
1261	16	4	14	-6605
1262	16	4	14	-6621
1263	16	4	14	-6637
1264	16	4	14	-6653
1265	16	4	14	-6669
1266	16	4	14	-6685
1267	16	4	14	-6701
1268	16	4	14	-6717
1269	16	4	14	-6733
1270	16	4	14	-6749
1271	16	4	14	-6765
1272	16	4	14	-6781
1273	16	4	14	-6797
1274	16	4	14	-6813
1275	16	4	14	-6829
1276	16	4	14	-6845
1277	16	4	14	-6861
1278	16	4	14	-6877
1279	16	4	14	-6893
1280	16	4	14	-6909
1281	16	4	14	-6925
1282	16	4	14	-6941
1283	16	4	14	-6957
1284	16	4	14	-6973
1285	15	5	14	-6988
1286	15	5	14	-7003
1287	15	5	14	-7018
1288	15	5	14	-7033
1289	15	5	14	-7048
1290	15	5	14	-7063
1291	15	5	14	-7078
1292	15	5	14	-7093
1293	15	5	14	-7108
1294	15	5	14	-7123
1295	15	5	14	-7138
1296	15	5	14	-7153
1297	15	5	14	-7168
1298	15	5	14	-7183
1299	15	5	14	-7198
1300	15	5	14	-7213
1301	15	5	14	-7228
1302	15	5	14	-7243
1303	15	5	14	-7258
1304	15	5	14	-7273
1305	15	5	14	-7288
1306	15	5	14	-7303
1307	15	5	14	-7318
1308	15	5	14	-7333
1309	15	5	14	-7348
1310	15	5	14	-7363
1311	15	5	14	-7378
1312	15	5	14	-7393
1313	15	5	14	-7408
1314	15	5	14	-7423
1315	15	5	14	-7438
1316	15	5	14	-7453
1317	15	5	14	-7468
1318	15	5	14	-7483
1319	15	5	14	-7498
1320	15	5	14	-7513
1321	15	5	14	-7528
1322	15	5	14	-7543
1323	15	5	14	-7558
1324	15	5	14	-7573
1325	15	5	14	-7588
1326	15	5	14	-7603
1327	15	5	14	-7618
1328	15	5	14	-7633
1329	15	5	14	-7648
1330	15	5	14	-7663
1331	15	5	14	-7678
1332	15	5	14	-7693
1333	15	5	14	-7708
1334	15	5	14	-7723
1335	15	5	14	-7738
1336	15	5	15	-6753
1337	15	5	15	-6768
1338	15	5	15	-6783
1339	15	5	15	-6798
1340	15	5	15	-6813
1341	15	5	15	-6828
1342	15	5	15	-6843
1343	15	5	15	-6858
1344	15	5	15	-6873
1345	15	5	15	-6888
1346	15	5	15	-6903
1347	15	5	15	-6918
1348	15	5	15	-6933
1349	15	5	15	-6948
1350	15	5	15	-6963
1351	15	5	15	-6978
1352	15	5	15	-6993
1353	15	5	15	-7008
1354	15	5	15	-7023
1355	15	5	15	-7038
1356	15	5	15	-7053
1357	15	5	15	-7068
1358	15	5	15	-7083
1359	15	5	15	-7098
1360	15	5	15	-7113
1361	15	5	15	-7128
1362	15	5	15	-7143
1363	15	5	15	-7158
1364	15	5	15	-7173
1365	15	5	15	-7188
1366	15	5	15	-7203
1367	14	6	15	-7217
1368	14	6	15	-7231
1369	14	6	16	-6245
1370	13	7	16	-6258
1371	13	7	16	-6271
1372	13	7	16	-6284
1373	13	7	16	-6297
1374	13	7	16	-6310
1375	13	7	16	-6323
1376	13	7	16	-6336
1377	13	7	16	-6349
1378	13	7	16	-6362
1379	13	7	16	-6375
1380	13	7	16	-6388
1381	13	7	16	-6401
1382	13	7	16	-6414
1383	13	7	16	-6427
1384	13	7	16	-6440
1385	13	7	16	-6453
1386	13	7	16	-6466
1387	13	7	16	-6479
1388	13	7	16	-6492
1389	13	7	16	-6505
1390	13	7	16	-6518
1391	13	7	16	-6531
1392	13	7	16	-6544
1393	13	7	16	-6557
1394	13	7	16	-6570
1395	12	8	16	-6582
1396	12	8	16	-6594
1397	12	8	16	-6606
1398	12	8	16	-6618
1399	12	8	16	-6630
1400	12	8	16	-6642
1401	12	8	16	-6654
1402	12	8	16	-6666
1403	12	8	16	-6678
1404	12	8	16	-6690
1405	12	8	16	-6702
1406	12	8	16	-6714
1407	12	8	17	-5726
1408	12	8	17	-5738
1409	12	8	17	-5750
1410	12	8	17	-5762
1411	11	9	17	-5773
1412	11	9	17	-5784
1413	11	9	17	-5795
1414	11	9	17	-5806
1415	10	10	17	-5816
1416	10	10	17	-5826
1417	10	10	17	-5836
1418	10	10	17	-5846
1419	10	10	17	-5856
1420	10	10	17	-5866
1421	10	10	17	-5876
1422	9	11	17	-5885
1423	9	11	17	-5894
1424	9	11	17	-5903
1425	9	11	17	-5912
1426	9	11	17	-5921
1427	9	11	17	-5930
1428	9	11	17	-5939
1429	9	11	17	-5948
1430	9	11	17	-5957
1431	8	12	17	-5965
1432	8	12	17	-5973
1433	8	12	17	-5981
1434	8	12	17	-5989
1435	8	12	17	-5997
1436	8	12	17	-6005
1437	8	12	17	-6013
1438	8	12	17	-6021
1439	8	12	17	-6029
1440	8	12	17	-6037
1441	8	12	17	-6045
1442	8	12	17	-6053
1443	8	12	17	-6061
1444	8	12	17	-6069
1445	8	12	17	-6077
1446	8	12	17	-6085
1447	8	12	17	-6093
1448	8	12	17	-6101
1449	8	12	17	-6109
1450	8	12	17	-6117
1451	8	12	17	-6125
1452	8	12	17	-6133
1453	8	12	17	-6141
1454	8	12	17	-6149
1455	8	12	17	-6157
1456	8	12	17	-6165
1457	8	12	17	-6173
1458	8	12	17	-6181
1459	8	12	17	-6189
1460	8	12	17	-6197
1461	8	12	17	-6205
1462	8	12	17	-6213
1463	8	12	17	-6221
1464	8	12	17	-6229
1465	8	12	17	-6237
1466	8	12	17	-6245
1467	7	13	17	-6252
1468	7	13	17	-6259
1469	7	13	17	-6266
1470	7	13	17	-6273
1471	8	12	17	-6281
1472	8	12	17	-6289
1473	8	12	17	-6297
1474	8	12	17	-6305
1475	8	12	17	-6313
1476	8	12	17	-6321
1477	8	12	17	-6329
1478	8	12	17	-6337
1479	8	12	17	-6345
1480	8	12	17	-6353
1481	8	12	17	-6361
1482	8	12	17	-6369
1483	9	11	17	-6378
1484	9	11	17	-6387
1485	9	11	17	-6396
1486	9	11	17	-6405
1487	9	11	17	-6414
1488	9	11	18	-5423
1489	9	11	18	-5432
1490	9	11	18	-5441
1491	9	11	18	-5450
1492	9	11	18	-5459
1493	9	11	18	-5468
1494	9	11	18	-5477
1495	10	10	18	-5487
1496	10	10	18	-5497
1497	10	10	18	-5507
1498	11	9	18	-5518
1499	11	9	18	-5529
1500	11	9	18	-5540
1501	11	9	18	-5551
1502	11	9	18	-5562
1503	11	9	18	-5573
1504	11	9	18	-5584
1505	11	9	18	-5595
1506	11	9	18	-5606
1507	11	9	18	-5617
1508	11	9	18	-5628
1509	11	9	18	-5639
1510	11	9	18	-5650
1511	11	9	18	-5661
1512	11	9	18	-5672
1513	11	9	18	-5683
1514	11	9	18	-5694
1515	12	8	18	-5706
1516	12	8	18	-5718
1517	13	7	18	-5731
1518	13	7	18	-5744
1519	14	6	18	-5758
1520	14	6	18	-5772
1521	14	6	18	-5786
1522	14	6	18	-5800
1523	14	6	18	-5814
1524	14	6	18	-5828
1525	14	6	18	-5842
1526	14	6	18	-5856
1527	14	6	19	-4870
1528	14	6	19	-4884
1529	14	6	19	-4898
1530	15	5	19	-4913
1531	15	5	19	-4928
1532	15	5	19	-4943
1533	15	5	19	-4958
1534	15	5	19	-4973
1535	15	5	19	-4988
1536	15	5	19	-5003
1537	15	5	19	-5018
1538	15	5	19	-5033
1539	15	5	19	-5048
1540	15	5	19	-5063
1541	15	5	19	-5078
1542	15	5	19	-5093
1543	15	5	19	-5108
1544	15	5	19	-5123
1545	15	5	19	-5138
1546	15	5	19	-5153
1547	15	5	19	-5168
1548	15	5	19	-5183
1549	15	5	19	-5198
1550	15	5	19	-5213
1551	15	5	19	-5228
1552	15	5	19	-5243
1553	15	5	19	-5258
1554	15	5	19	-5273
1555	15	5	19	-5288
1556	15	5	19	-5303
1557	15	5	19	-5318
1558	15	5	19	-5333
1559	15	5	19	-5348
1560	15	5	19	-5363
1561	15	5	19	-5378
1562	15	5	19	-5393
1563	15	5	19	-5408
1564	15	5	19	-5423
1565	14	6	19	-5437
1566	14	6	19	-5451
1567	14	6	19	-5465
1568	14	6	19	-5479
1569	14	6	19	-5493
1570	14	6	19	-5507
1571	14	6	19	-5521
1572	14	6	19	-5535
1573	14	6	19	-5549
1574	14	6	19	-5563
1575	14	6	19	-5577
1576	14	6	19	-5591
1577	14	6	19	-5605
1578	14	6	19	-5619
1579	14	6	19	-5633
1580	14	6	19	-5647
1581	14	6	19	-5661
1582	14	6	19	-5675
1583	13	7	19	-5688
1584	13	7	19	-5701
1585	13	7	19	-5714
1586	13	7	19	-5727
1587	13	7	19	-5740
1588	14	6	19	-5754
1589	14	6	19	-5768
1590	14	6	19	-5782
1591	14	6	19	-5796
1592	14	6	19	-5810
1593	14	6	19	-5824
1594	14	6	19	-5838
1595	14	6	19	-5852
1596	14	6	19	-5866
1597	14	6	19	-5880
1598	14	6	19	-5894
1599	14	6	19	-5908
1600	14	6	19	-5922
1601	14	6	19	-5936
1602	14	6	19	-5950
1603	14	6	19	-5964
1604	14	6	19	-5978
1605	14	6	19	-5992
1606	14	6	19	-6006
1607	14	6	19	-6020
1608	14	6	19	-6034
1609	14	6	19	-6048
1610	14	6	19	-6062
1611	14	6	19	-6076
1612	14	6	19	-6090
1613	14	6	19	-6104
1614	14	6	19	-6118
1615	14	6	19	-6132
1616	15	5	19	-6147
1617	15	5	19	-6162
1618	15	5	19	-6177
1619	15	5	19	-6192
1620	15	5	19	-6207
1621	15	5	19	-6222
1622	15	5	19	-6237
1623	15	5	19	-6252
1624	15	5	19	-6267
1625	15	5	19	-6282
1626	15	5	19	-6297
1627	15	5	19	-6312
1628	15	5	19	-6327
1629	15	5	19	-6342
1630	15	5	19	-6357
1631	15	5	19	-6372
1632	15	5	19	-6387
1633	15	5	19	-6402
1634	15	5	19	-6417
1635	15	5	19	-6432
1636	15	5	19	-6447
1637	15	5	19	-6462
1638	15	5	19	-6477
1639	15	5	19	-6492
1640	15	5	19	-6507
1641	15	5	19	-6522
1642	15	5	19	-6537
1643	15	5	19	-6552
1644	15	5	19	-6567
1645	15	5	19	-6582
1646	15	5	19	-6597
1647	15	5	19	-6612
1648	15	5	19	-6627
1649	15	5	19	-6642
1650	15	5	19	-6657
1651	15	5	19	-6672
1652	15	5	19	-6687
1653	15	5	19	-6702
1654	15	5	19	-6717
1655	15	5	19	-6732
1656	15	5	19	-6747
1657	15	5	19	-6762
1658	15	5	19	-6777
1659	15	5	19	-6792
1660	15	5	19	-6807
1661	15	5	19	-6822
1662	15	5	19	-6837
1663	15	5	19	-6852
1664	15	5	19	-6867
1665	15	5	19	-6882
1666	15	5	19	-6897
1667	15	5	19	-6912
1668	16	4	19	-6928
1669	16	4	19	-6944
1670	16	4	19	-6960
1671	16	4	19	-6976
1672	16	4	19	-6992
1673	16	4	19	-7008
1674	16	4	19	-7024
1675	16	4	19	-7040
1676	16	4	19	-7056
1677	16	4	19	-7072
1678	16	4	19	-7088
1679	16	4	19	-7104
1680	16	4	19	-7120
1681	16	4	19	-7136
1682	16	4	19	-7152
1683	16	4	19	-7168
1684	16	4	19	-7184
1685	16	4	19	-7200
1686	16	4	19	-7216
1687	16	4	19	-7232
1688	16	4	19	-7248
1689	16	4	19	-7264
1690	17	3	19	-7281
1691	16	4	19	-7297
1692	16	4	20	-6313
1693	16	4	20	-6329
1694	16	4	20	-6345
1695	16	4	21	-5361
1696	16	4	21	-5377
1697	16	4	21	-5393
1698	16	4	21	-5409
1699	16	4	21	-5425
1700	16	4	21	-5441
1701	16	4	21	-5457
1702	16	4	21	-5473
1703	16	4	21	-5489
1704	16	4	21	-5505
1705	16	4	21	-5521
1706	16	4	21	-5537
1707	16	4	21	-5553
1708	16	4	21	-5569
1709	16	4	21	-5585
1710	16	4	21	-5601
1711	16	4	21	-5617
1712	16	4	21	-5633
1713	16	4	21	-5649
1714	16	4	21	-5665
1715	16	4	21	-5681
1716	16	4	21	-5697
1717	16	4	21	-5713
1718	16	4	21	-5729
1719	16	4	21	-5745
1720	16	4	21	-5761
1721	16	4	21	-5777
1722	16	4	21	-5793
1723	16	4	21	-5809
1724	16	4	21	-5825
1725	16	4	21	-5841
1726	16	4	21	-5857
1727	16	4	21	-5873
1728	16	4	21	-5889
1729	16	4	21	-5905
1730	16	4	21	-5921
1731	16	4	21	-5937
1732	16	4	21	-5953
1733	16	4	21	-5969
1734	16	4	21	-5985
1735	16	4	21	-6001
1736	16	4	21	-6017
1737	16	4	21	-6033
1738	16	4	21	-6049
1739	16	4	21	-6065
1740	16	4	21	-6081
1741	16	4	21	-6097
1742	16	4	21	-6113
1743	16	4	21	-6129
1744	16	4	21	-6145
1745	16	4	21	-6161
1746	16	4	21	-6177
1747	16	4	21	-6193
1748	16	4	21	-6209
1749	16	4	21	-6225
1750	15	5	21	-6240
1751	15	5	21	-6255
1752	15	5	21	-6270
1753	15	5	22	-5285
1754	15	5	22	-5300
1755	15	5	22	-5315
1756	15	5	22	-5330
1757	15	5	22	-5345
1758	15	5	22	-5360
1759	14	6	22	-5374
1760	14	6	22	-5388
1761	14	6	22	-5402
1762	14	6	22	-5416
1763	14	6	22	-5430
1764	14	6	22	-5444
1765	14	6	22	-5458
1766	14	6	22	-5472
1767	14	6	22	-5486
1768	14	6	22	-5500
1769	14	6	22	-5514
1770	14	6	22	-5528
1771	14	6	22	-5542
1772	14	6	22	-5556
1773	14	6	22	-5570
1774	14	6	22	-5584
